name,email_id,recency_days,frequency,monetary,page_views_30d,cart_abandonment_rate,support_tickets_30d,sentiment_score,email_open_rate,discount_dependency,predicted_clv,churned_30d
Sneha Nair 531,snehanair531321@gmail.com,102,18,2037.8697904666728,142,0.3027362992593454,0,4.942402935811201,0.2733694573991824,0.6866786117241295,7125.186732017864,1
Priya Gupta 532,priyagupta532741@gmail.com,19,46,9281.568993157573,135,0.2891905884949242,6,1.31320668191823,0.6914166973842176,0.5734318253556611,24347.285250855748,1
Anjali Sharma 533,anjalisharma533465@gmail.com,188,9,1267.021169089026,62,0.9502740510344424,8,1.0148096273296674,0.1422228792323573,0.1625612059314151,2900.595141003321,1
Amit Singh 534,amitsingh534702@gmail.com,198,4,1272.169029657546,75,0.9292014297787738,2,2.6207885703013187,0.043828969662396064,0.5960435954776472,1962.0433951489774,1
Pooja Singh 535,poojasingh535210@gmail.com,139,9,1620.7172897628764,97,0.7654824127640122,3,4.663257392762976,0.0230387052860202,0.5028755200655849,2981.0900624758674,0
Neha Gupta 536,nehagupta536209@gmail.com,256,1,633.875093366058,131,0.7086870395592719,9,2.513262428661038,0.030046499252030078,0.08839696714675838,2505.998771599299,1
Pooja Nair 537,poojanair537845@gmail.com,54,23,1249.423310737715,137,0.6283396037052515,1,1.2802747828847578,0.5944707189134779,0.05662555737755803,3688.1994823865325,1
Arjun Nair 538,arjunnair538274@gmail.com,329,5,919.4789087266253,171,0.8927490949146003,8,4.011389900365536,0.21257506373034757,0.500033915569608,2717.6059982018787,1
Rahul Singh 539,rahulsingh539426@gmail.com,3,45,7079.4378409419505,188,0.20343093006996227,9,4.564086731868846,0.9294661746623638,0.8136088133673559,15022.51513103613,0
Sneha Nair 540,snehanair540999@gmail.com,265,5,1272.2025128635826,181,0.8574879225299783,1,2.3810582082282123,0.00864035416395561,0.1727567562462099,4713.432563130709,1
Arjun Sharma 541,arjunsharma541340@gmail.com,234,4,1448.876909422798,128,0.737351115829829,7,3.7591649892514645,0.1993018099817047,0.9454948605595002,3750.029306422221,1
Rahul Sharma 542,rahulsharma542790@gmail.com,62,23,4450.902721248465,135,0.6929024243746459,9,1.7115362349379986,0.3076758957893221,0.3517201113456523,7447.559470922241,0
Ravi Paul 543,ravipaul543729@gmail.com,162,19,4401.552231097701,18,0.4792341949132306,1,1.222911942803938,0.46770731670033394,0.9117278483416327,12185.584728013331,0
Sneha Singh 544,snehasingh544355@gmail.com,159,21,4410.315972594033,146,0.3002990833482124,8,2.9694681948049957,0.5617811246249975,0.19231577278435052,9325.818060656442,0
Sneha Nair 545,snehanair545629@gmail.com,269,6,1906.914828340076,22,0.852617751470464,2,1.5175224678668036,0.15991658702841335,0.37582121900794097,5830.173003079388,1
Priya Gupta 546,priyagupta546104@gmail.com,38,19,2607.352661553733,186,0.6734321824026757,1,1.500920102514987,0.5412512687640947,0.382053882511057,9485.323088030314,1
Anjali Verma 547,anjaliverma547482@gmail.com,176,7,2434.301013844199,67,0.6848851640463778,8,3.870245530594143,0.3225769346200972,0.7768213672402811,7391.14316853112,0
Neha Paul 548,nehapaul548259@gmail.com,196,9,695.2837932713807,99,0.9952055848261686,5,3.930450796961595,0.07448624388925379,0.6847251638810046,1458.3537241084402,1
Priya Gupta 549,priyagupta549443@gmail.com,31,29,9400.51645157644,160,0.1310910179442387,2,2.3540275177018914,0.6830565589643756,0.007091812774370987,33499.67797679598,0
Amit Das 550,amitdas550092@gmail.com,3,45,8320.665999771503,67,0.1134581672883151,5,2.2356708913750643,0.8081453741770723,0.36872515547084594,29349.801213880113,0
Pooja Verma 551,poojaverma551131@gmail.com,135,10,2841.0438222681146,17,0.3322679069564709,7,2.3658776264337695,0.21484532798492093,0.21560976524304476,5803.565205601894,0
Ravi Paul 552,ravipaul552442@gmail.com,98,13,4733.9432037261895,194,0.5269772832092918,7,4.859714406007304,0.27315722122746744,0.2735420290019369,18732.92474342726,0
Kiran Gupta 553,kirangupta553293@gmail.com,40,6,3656.1360213969865,101,0.3198050518809174,4,2.3666982952738165,0.20574918071111106,0.9533163722009605,12007.721934706442,0
Anjali Das 554,anjalidas554373@gmail.com,267,2,294.88510028481335,169,0.6840767874875385,8,4.276936848409681,0.22966301090676078,0.5365256083934482,599.3800045676907,0
Neha Singh 555,nehasingh555042@gmail.com,86,23,3393.7744709301332,103,0.5339723575914886,8,4.21477380750921,0.5050136151102138,0.8178220735661906,9348.741711716797,0
Arjun Sharma 556,arjunsharma556506@gmail.com,45,22,1673.038209832671,89,0.30025100665138243,7,1.3163040839065925,0.3187582697072172,0.44750288969950813,2576.1453533525323,1
Rahul Singh 557,rahulsingh557908@gmail.com,44,8,934.8826287419214,74,0.42802269075411636,7,4.208996716940456,0.30966561506892004,0.3851061229899204,1506.3507622160932,0
Priya Roy 558,priyaroy558046@gmail.com,35,45,7602.783110932556,177,0.1317389560818397,0,4.258500224103669,0.8794340672089749,0.9361630415509965,29466.0917462561,0
Kiran Paul 559,kiranpaul559716@gmail.com,49,23,4085.87706624286,190,0.6221865132162347,0,4.327766166752209,0.33638662538499386,0.4035199924402112,11153.709178523402,0
Amit Verma 560,amitverma560054@gmail.com,99,7,3220.58349616209,74,0.5229763868654399,9,4.092670766987835,0.411104826134579,0.10626590479239584,6203.95530861641,0
Arjun Singh 561,arjunsingh561052@gmail.com,142,20,3603.123794899534,12,0.41614475414667235,2,2.7892110250104025,0.5509238944772142,0.9655179182347664,7730.743630694608,0
Pooja Verma 562,poojaverma562470@gmail.com,24,46,8076.161189735552,61,0.31278883814223046,5,2.675731911935784,0.6029940920942366,0.7758650652027869,23496.3210343717,0
Anjali Verma 563,anjaliverma563520@gmail.com,34,34,2418.232826150077,182,0.15945891592650047,6,2.4101169652020693,0.9262713224377501,0.7226835744744866,9104.112591655368,0
Anjali Roy 564,anjaliroy564720@gmail.com,17,33,5944.241001270419,109,0.1587940554105286,5,3.9390371553975143,0.5409692195190731,0.3215330088383408,10806.99997518806,1
Pooja Gupta 565,poojagupta565706@gmail.com,256,3,1978.79437226203,158,0.8688238010646941,4,1.4402950407242288,0.07951418622278499,0.3833878636319985,7248.791568632898,0
Arjun Verma 566,arjunverma566575@gmail.com,116,23,1180.6892800820417,29,0.4503884887716556,1,1.779986950084079,0.31386989553858546,0.3134773598464504,3655.26661722188,0
Sneha Das 567,snehadas567228@gmail.com,52,23,2598.6856752704684,157,0.3433601490866491,4,4.026156668904963,0.3446664332780171,0.09524893397286949,6520.270593420953,1
Kiran Singh 568,kiransingh568147@gmail.com,258,3,148.1297192225947,39,0.6749387165307156,8,3.9734115822800495,0.01887224280540718,0.7233303039939631,531.8149108907435,1
Pooja Nair 569,poojanair569757@gmail.com,44,37,7839.388154286569,9,0.11850237508628725,8,4.946277963117306,0.9443732584069064,0.055926350128225666,12794.388948796597,0
Ravi Das 570,ravidas570286@gmail.com,110,15,1217.929805097906,140,0.30400416422365456,3,3.286715513398954,0.5542237774342526,0.3316578441770175,3372.9109060372016,0
Neha Paul 571,nehapaul571846@gmail.com,171,16,1584.789556355315,88,0.44403985231284526,5,2.027320150900741,0.20627836223851187,0.09251662118309445,3165.6618869978306,1
Amit Paul 572,amitpaul572520@gmail.com,326,6,353.91049627531476,57,0.9368774923492458,7,3.813120216169002,0.0730327850296232,0.40252635549014204,1106.1959817037168,0
Rahul Gupta 573,rahulgupta573995@gmail.com,29,29,4068.458109121967,24,0.22067812410506263,7,2.9860616889224194,0.6686062452031429,0.12331849107529225,9669.807365945053,0
Rahul Gupta 574,rahulgupta574764@gmail.com,168,2,349.1551206587216,185,0.7493412644127326,4,4.193814020204762,0.10996535621376786,0.7072283283354233,843.8397615962439,1
Neha Verma 575,nehaverma575430@gmail.com,14,40,2970.9753963889575,112,0.33420462240635873,8,3.3142557291174177,0.992967084312459,0.9113418162164088,5752.539869072031,0
Rahul Das 576,rahuldas576568@gmail.com,177,23,3398.9585719532806,7,0.6467285942753956,6,4.679170287117746,0.4602897537335201,0.0948491932531561,11390.84081982498,0
Amit Singh 577,amitsingh577557@gmail.com,329,9,375.2353036081646,108,0.8880445334059783,8,2.855239298697505,0.23922616618249928,0.17397739952180358,579.8146157206659,1
Arjun Das 578,arjundas578136@gmail.com,176,19,4958.369642269485,22,0.489196237479261,2,1.7623041860687754,0.5531292650713975,0.4620393428395556,8067.92964330754,0
Kiran Gupta 579,kirangupta579830@gmail.com,287,2,1860.326476362544,183,0.8197647328243858,7,2.0226648933272577,0.01968782645334527,0.36456642751986446,3697.1327007703535,1
Priya Roy 580,priyaroy580078@gmail.com,266,1,1441.5343642137695,197,0.8275250945735492,0,2.7284649472077174,0.0622534486154637,0.9665907702233167,2676.877551252898,1
Kiran Verma 581,kiranverma581217@gmail.com,83,24,3642.520870757312,174,0.5688210162021448,7,2.4869079384658423,0.317517788261731,0.017713850609389015,5661.388930982424,0
Sneha Singh 582,snehasingh582982@gmail.com,75,10,3045.215874866195,34,0.305405456922473,0,4.554568455346069,0.40156521015224,0.4838499700332233,6977.005062633654,0
Kiran Nair 583,kirannair583754@gmail.com,142,17,3097.34004300489,115,0.31171977724136735,8,2.4399696751162314,0.45908802176824476,0.0767233994560228,8071.16838115694,0
Neha Paul 584,nehapaul584728@gmail.com,168,16,4421.698437908248,190,0.6915678224479599,5,2.069034740588247,0.29499441694487993,0.4215111825102905,8022.1316830135265,1
Anjali Das 585,anjalidas585583@gmail.com,147,8,4551.4050780852085,180,0.3420878220952679,5,4.2980682791997165,0.46592719628650836,0.41770856697297587,9941.024052209672,1
Pooja Das 586,poojadas586581@gmail.com,344,7,1060.5011777559157,106,0.8276920848365792,9,3.1622107015556966,0.011258597259540936,0.45820480525221596,3376.661817085023,0
Rahul Roy 587,rahulroy587239@gmail.com,24,31,3921.9601477144315,28,0.23663967160190855,7,3.014877738359825,0.7349021607243408,0.8302028843457621,9200.603435136338,0
Rahul Gupta 588,rahulgupta588405@gmail.com,231,9,126.86429098470781,122,0.9310441045396614,5,3.4021390728256593,0.22239261250522865,0.5300523392123808,268.5261745914867,1
Rahul Sharma 589,rahulsharma589107@gmail.com,96,17,1697.4858027618463,136,0.47071614887756774,0,3.909073881809736,0.5332766639141815,0.6337540871903363,4425.986334301834,1
Sneha Gupta 590,snehagupta590230@gmail.com,165,14,2481.684003613448,114,0.6185142731771204,3,4.8408722895312986,0.4195119437052046,0.6603358305141276,3868.895528058584,0
Rahul Verma 591,rahulverma591291@gmail.com,122,13,3866.4755054937013,145,0.3820880349176287,8,2.2440280146835496,0.2833110700614183,0.8859221144434251,12906.790303827222,0
Arjun Roy 592,arjunroy592230@gmail.com,125,4,163.5637700995367,62,0.7744281920877251,4,4.790260505296172,0.07868229654449546,0.7668488978177731,486.93119738452606,1
Kiran Singh 593,kiransingh593277@gmail.com,354,8,1007.0800874726835,148,0.8471466617648147,4,2.5146968398911342,0.022659980747072282,0.9544227803210739,3293.003129581339,1
Anjali Nair 594,anjalinair594162@gmail.com,127,4,113.34886354582167,75,0.8156775176509258,5,2.9368525573905666,0.17858305233121635,0.06360143637779736,408.3665329989266,0
Pooja Singh 595,poojasingh595251@gmail.com,232,6,674.5825478686479,189,0.6764968516304486,2,1.9215802860582576,0.2719959890855997,0.6852014537698661,2177.393718472736,0
Sneha Nair 596,snehanair596198@gmail.com,178,3,1632.3585813457794,187,0.8152484040159252,0,4.065405122229561,0.016607945081522857,0.6579499112045923,5090.999109244221,0
Amit Nair 597,amitnair597998@gmail.com,309,2,1519.847993987852,40,0.8160317287688783,2,3.5194896007327157,0.18660275664269418,0.3597894133819296,5967.0696955067215,1
Kiran Gupta 598,kirangupta598307@gmail.com,48,37,5939.2140736346855,113,0.14910269911891838,9,3.823941064203274,0.9183648430718929,0.23820943547561613,15496.915807178722,0
Priya Nair 599,priyanair599672@gmail.com,174,9,333.18878883473565,71,0.9851831978594519,0,4.93354888184229,0.1572944815020363,0.8411073089388701,1048.211592634495,1
Amit Singh 600,amitsingh600427@gmail.com,28,44,4234.761527449813,88,0.3769506135262538,0,4.382043243362242,0.6744352083026453,0.7990821457719545,8817.85165613759,0
Pooja Das 601,poojadas601052@gmail.com,249,7,1962.4842900582605,75,0.690265833220822,1,4.839135145750859,0.04670777932677987,0.6761573334534453,6524.1343458652145,0
Priya Gupta 602,priyagupta602765@gmail.com,318,6,750.9560126151899,198,0.6930415448595024,9,1.301648703971153,0.25751082201589753,0.2503587295708555,2794.0673859458275,1
Amit Gupta 603,amitgupta603361@gmail.com,48,8,1348.249337580025,92,0.6869312445413879,6,4.917053165618065,0.5219867335526741,0.6963624325330305,2833.620991159118,0
Rahul Paul 604,rahulpaul604124@gmail.com,258,1,668.7135183630154,195,0.7178413331761824,1,1.1035842809979406,0.14511414971721395,0.2852117446533321,1005.7471169431983,1
Kiran Sharma 605,kiransharma605272@gmail.com,26,40,6749.188680858887,86,0.221009291507906,4,1.7597310649214366,0.8039314120404902,0.8187468103841916,21192.475314920484,1
Neha Gupta 606,nehagupta606040@gmail.com,43,8,3365.696589279588,120,0.630241369962806,3,2.5049175134447643,0.5899079373681653,0.9255830091902718,10619.713668530056,0
Arjun Singh 607,arjunsingh607538@gmail.com,205,2,903.410290182324,133,0.8876077772651565,9,1.9995504257236005,0.10190778554387613,0.3562498946037801,2925.0614218611095,1
Sneha Paul 608,snehapaul608788@gmail.com,142,7,1725.4192873148725,171,0.40079928865762865,0,2.785418317719704,0.24700073608494932,0.5506904914706467,3503.7982288145695,0
Anjali Gupta 609,anjaligupta609394@gmail.com,103,15,4183.669536678986,119,0.6127730319152835,6,1.3469945420055263,0.5598402379052942,0.6054444853053423,13312.70723864205,1
Amit Roy 610,amitroy610145@gmail.com,134,19,2757.6462470289116,198,0.34529248930365014,5,4.1179320675381135,0.49018726738006513,0.7671707184490608,6107.093365923263,0
Ravi Roy 611,raviroy611029@gmail.com,12,29,7946.355801792613,31,0.3453365291768259,0,4.719166890522012,0.7190558255166476,0.9478634419990688,20986.592664376283,1
Amit Verma 612,amitverma612404@gmail.com,39,6,3903.6022463463546,67,0.4978388211055035,7,2.0706737487771902,0.517653824692909,0.4105986972382666,14601.97769882319,0
Pooja Das 613,poojadas613466@gmail.com,79,22,899.479701303047,88,0.4282479626200907,1,1.9574793453681854,0.5459979904831105,0.4179685080138871,2070.079643248469,1
Kiran Gupta 614,kirangupta614069@gmail.com,11,20,6578.27051633601,148,0.20401562837077336,6,2.2230245100494987,0.720926854045532,0.07284529754519975,16356.065926850848,0
Sneha Verma 615,snehaverma615163@gmail.com,245,1,1310.411968641129,188,0.6166576089359921,6,4.434979874118321,0.2619932619773185,0.6337832847472876,3784.7836920779505,1
Arjun Sharma 616,arjunsharma616343@gmail.com,94,21,3885.555661393802,81,0.5068025132838834,9,2.6035285405116415,0.20705806407144234,0.2973933320619897,7846.787033383717,0
Rahul Roy 617,rahulroy617883@gmail.com,353,3,749.7939474380246,81,0.7529937842330378,7,3.981590956566158,0.18301300363732545,0.3789559098125076,1985.728066675506,1
Priya Verma 618,priyaverma618262@gmail.com,192,4,1112.9126550767858,196,0.9613094488955657,8,1.9283143114646601,0.19843986159709556,0.7089000062515824,4053.865111108332,0
Ravi Roy 619,raviroy619471@gmail.com,77,19,1538.305655931742,37,0.6089070227350023,6,4.310324869922809,0.31647858199864964,0.42766908582416907,2652.2398198394767,0
Rahul Singh 620,rahulsingh620740@gmail.com,154,5,4359.938656037133,107,0.30164248115897935,8,2.666544149655002,0.3896408303369068,0.15500866741675456,14265.711270143313,0
Anjali Singh 621,anjalisingh621163@gmail.com,59,43,9507.58112328326,28,0.13397303549194597,2,4.44737529317932,0.585542983428581,0.47710981769392613,30404.571759913968,0
Amit Roy 622,amitroy622419@gmail.com,15,22,5263.153894241524,41,0.26736375507336574,6,1.3458300284806093,0.6437012669227413,0.0014283430791767193,18906.08329046273,0
Sneha Singh 623,snehasingh623688@gmail.com,38,21,3191.8437497233786,169,0.3258003034746247,9,4.900348678830725,0.44073053945321916,0.23228965409645264,7407.113012146962,0
Rahul Das 624,rahuldas624172@gmail.com,28,23,7088.845077148949,104,0.2289493772539008,5,3.947178274840788,0.5823654480405309,0.45341623062426806,11603.464360697266,0
Sneha Singh 625,snehasingh625295@gmail.com,68,5,3194.973926407927,87,0.46001185439451653,8,4.7648587764827415,0.30976468840015003,0.8618803311182572,8069.647908608727,0
Amit Roy 626,amitroy626828@gmail.com,113,5,979.4806124725084,28,0.4039177664684641,6,2.2513785120226726,0.47534304996546306,0.09804453811093983,1609.0395195265055,0
Anjali Das 627,anjalidas627993@gmail.com,42,22,6283.306684091742,10,0.34543125049652457,7,2.3348168303025196,0.8941997654724563,0.3164687840614986,10242.927271304725,0
Kiran Nair 628,kirannair628681@gmail.com,20,35,5817.171007912395,54,0.1706697803783504,9,4.438011902499592,0.565440569276788,0.7097850502239725,16292.785294399533,0
Rahul Sharma 629,rahulsharma629689@gmail.com,213,6,469.7746392823768,106,0.6788970664668067,0,2.6200043943501936,0.24333136989159543,0.9315444071065202,1305.416392410981,1
Pooja Das 630,poojadas630530@gmail.com,165,5,355.2319661606954,117,0.8476485600186785,3,3.342416671358029,0.10999131002893693,0.5913517040532095,1194.6819452349305,0
Sneha Verma 631,snehaverma631937@gmail.com,139,23,4268.529026756302,70,0.5030036377877325,3,1.9070344696020638,0.32394625976339386,0.931490386918926,14740.198057095504,0
Priya Paul 632,priyapaul632060@gmail.com,29,30,7883.827106665981,199,0.2887440501910958,9,1.9046063992084736,0.9960373822956781,0.8728302341533203,16436.258348319676,0
Rahul Nair 633,rahulnair633603@gmail.com,47,32,4519.616495350076,77,0.14568707412029658,2,2.7100302303705983,0.6531993991809789,0.7328383372724155,10492.338725916896,0
Pooja Nair 634,poojanair634176@gmail.com,48,21,3445.0935835305227,165,0.311252666858407,8,1.0391175212230475,0.7428153670160628,0.07512291015450923,12526.834686538465,0
Sneha Roy 635,sneharoy635024@gmail.com,14,25,2850.2280925642863,75,0.24485642949488406,8,4.60304064980293,0.9209917640291132,0.9300053777910726,7779.25538727768,0
Pooja Das 636,poojadas636321@gmail.com,177,8,57.12980712206609,191,0.7687096967744503,2,4.435366333657042,0.09601786925507474,0.6288731444133052,194.9941042806096,0
Arjun Gupta 637,arjungupta637403@gmail.com,174,18,4331.70131740946,165,0.46642826816347444,3,1.861437131418434,0.393226498077321,0.29186717703639975,10605.798129916448,1
Arjun Paul 638,arjunpaul638335@gmail.com,287,6,853.2957697939141,180,0.6193856929903289,3,4.511389244066256,0.2803232383713644,0.549428612288516,2095.3473752551913,1
Kiran Paul 639,kiranpaul639123@gmail.com,48,45,4564.505794887396,19,0.22813373392580025,7,4.790494634082668,0.5467600617989548,0.47517086602262826,15591.257125501153,0
Ravi Das 640,ravidas640200@gmail.com,87,13,4402.184679505049,96,0.31878576896306693,0,4.053179647989126,0.4692032665154708,0.13650301208358218,16315.543097430444,1
Pooja Sharma 641,poojasharma641719@gmail.com,2,36,5790.186340115383,12,0.10212895974846616,3,2.439299602546266,0.7233860794198035,0.5407656313005429,18856.16994930277,0
Neha Nair 642,nehanair642945@gmail.com,170,6,829.4531244001338,92,0.8568440940102084,6,4.370218005860725,0.2861110879475124,0.36218160279415157,2220.48006175502,0
Rahul Sharma 643,rahulsharma643883@gmail.com,46,25,7141.023481687454,157,0.18775450610230932,8,2.4143004945291002,0.9249213022985121,0.13246895401785475,19792.98795676527,0
Amit Singh 644,amitsingh644358@gmail.com,144,9,1692.9422912860132,89,0.7717791588314811,7,1.6294863333996417,0.09096245812790246,0.031068130244456316,3558.1947277154145,0
Pooja Gupta 645,poojagupta645867@gmail.com,38,41,9428.06201555023,67,0.3001110571376062,9,2.382480675603158,0.789868557469886,0.6215073111380841,18544.350470735826,1
Neha Sharma 646,nehasharma646353@gmail.com,190,3,733.7532483414365,101,0.8134217734214317,6,1.9649773441521114,0.11304318833226373,0.20823180860821444,2578.9699470527917,1
Ravi Verma 647,raviverma647425@gmail.com,2,42,6034.107686344252,156,0.17240491115124998,2,4.576728634466285,0.932822518186366,0.22816591375090578,13723.570974970151,0
Anjali Nair 648,anjalinair648876@gmail.com,260,8,833.5362442733056,196,0.8930800735483229,0,1.011646871335155,0.022890736252223865,0.009419855972445323,1790.8520765258925,0
Pooja Paul 649,poojapaul649284@gmail.com,138,16,4385.435065347952,63,0.6987230850715416,3,2.064085506915207,0.5667844452409954,0.5908158748955077,6775.367055416032,0
Amit Paul 650,amitpaul650568@gmail.com,208,3,1472.566772854055,25,0.6820748571619228,7,4.317715481735919,0.006102324564653294,0.30267921037875467,3213.118214849351,1
Rahul Das 651,rahuldas651551@gmail.com,173,5,2548.0590396474627,89,0.4615905133212334,9,2.134982039841824,0.4223648068297281,0.4365817217418244,6688.985784367786,0
Ravi Paul 652,ravipaul652000@gmail.com,101,6,1590.3199814020993,72,0.5086972903163658,6,3.492689698128749,0.5697977131096211,0.07442841843851566,3111.560956472318,0
Neha Singh 653,nehasingh653999@gmail.com,142,21,540.493957774651,13,0.462729058959386,1,3.5924085090442857,0.30312434960933504,0.01835838399922396,1646.5947752685017,0
Ravi Nair 654,ravinair654676@gmail.com,70,13,4654.506861433529,172,0.35084104550829615,9,3.3699319756063857,0.47571172849033483,0.8355717050906487,9735.28662732444,1
Neha Singh 655,nehasingh655398@gmail.com,223,5,1996.5563503660046,79,0.6764842070986967,6,1.1127653617888886,0.29884910795107894,0.24474507963692727,5070.822144778066,0
Amit Verma 656,amitverma656049@gmail.com,238,3,845.6789001254923,56,0.8068471723427678,3,2.307573052222426,0.057383211311219116,0.010798392389511968,1507.9929506613125,1
Amit Sharma 657,amitsharma657093@gmail.com,287,6,1764.95225234819,16,0.7927979670931469,5,2.1125745617956433,0.12300713602252289,0.32450664916894734,3894.664365153377,0
Amit Das 658,amitdas658225@gmail.com,99,11,3937.8343834652806,109,0.6671034570540643,8,4.9364755353049485,0.20203152519029088,0.7362539479604622,12366.798221816873,0
Arjun Sharma 659,arjunsharma659454@gmail.com,124,24,708.8129870680655,96,0.5504392407948187,5,3.0226254297208777,0.4495838037728057,0.07714437408606101,2225.016085628171,1
Neha Nair 660,nehanair660634@gmail.com,21,41,8563.752130886827,126,0.25255822953207174,5,2.2577364232456216,0.7921598658813545,0.5809685866315925,21643.447047646077,0
Sneha Paul 661,snehapaul661856@gmail.com,102,10,3903.0511541729597,43,0.6619847520679656,2,2.5133903267305877,0.31037131918002514,0.7497257467835433,10499.760883215626,1
Anjali Singh 662,anjalisingh662722@gmail.com,239,2,460.53055245919535,44,0.6934499054594266,3,1.9124015116095405,0.1504324421093732,0.9222233181548601,1128.2126877123044,1
Amit Sharma 663,amitsharma663588@gmail.com,55,12,3019.5073933060344,189,0.50197312163576,6,4.546461955957422,0.39456201421447124,0.26303617753893027,8043.255594222997,1
Rahul Paul 664,rahulpaul664879@gmail.com,19,43,7087.516613931469,177,0.12482149104612147,8,2.173394506680358,0.9374938440263257,0.490694345926984,24103.07856831788,0
Ravi Das 665,ravidas665435@gmail.com,52,20,820.6624969170255,27,0.6126541781772842,4,3.8588092655290307,0.5417032246215758,0.9377046153793677,3172.0156928672513,0
Pooja Verma 666,poojaverma666570@gmail.com,11,47,4418.213603971588,73,0.3916160423870465,9,1.4400708845101744,0.9475425863831572,0.9474279980597932,6730.157539215287,0
Neha Sharma 667,nehasharma667123@gmail.com,153,14,2947.450645225029,131,0.48937397343761946,5,4.475204383271281,0.33542161097482054,0.6619015764719286,10459.233857877738,1
Amit Paul 668,amitpaul668814@gmail.com,318,4,1087.2693062279434,91,0.618824479150779,6,4.451083109836903,0.08535358792273325,0.16290265447739405,3950.5814271934087,1
Pooja Roy 669,poojaroy669353@gmail.com,169,6,1275.424516389462,56,0.7016124071195944,9,3.8814928509288116,0.11848355580643863,0.44447997797779104,2520.281877288188,1
Amit Roy 670,amitroy670683@gmail.com,85,9,1361.7032670865374,175,0.4939434958864414,9,2.2828486599371756,0.3544945581196358,0.9639160120731884,2122.32673033297,0
Pooja Das 671,poojadas671118@gmail.com,110,17,3912.73147215463,154,0.5281250031306015,0,3.109983778233046,0.4424055327744325,0.82483715939574,14943.450644336408,0
Priya Paul 672,priyapaul672085@gmail.com,175,1,714.989335899266,193,0.8189625624004901,8,3.57110620023946,0.28855946230439955,0.5876847503950108,2240.0386903335307,0
Amit Sharma 673,amitsharma673719@gmail.com,31,13,1080.6638400024121,17,0.40988201312285744,0,1.1623428485387803,0.37212657121695636,0.9137274940064593,2424.9305427566196,0
Ravi Gupta 674,ravigupta674732@gmail.com,297,5,1935.3878230721175,148,0.7213124104261781,5,3.6740196046039313,0.1579784827769368,0.9726266044325526,3483.3199983275263,1
Neha Verma 675,nehaverma675237@gmail.com,174,19,806.0460437858923,186,0.3858259280371399,8,1.753540037339492,0.2775156520093419,0.056246694315172485,3209.6168808388543,1
Sneha Singh 676,snehasingh676325@gmail.com,123,4,1325.75977089337,36,0.9776165113123709,5,3.775453369313578,0.16008507939276326,0.4893227474751214,2876.150691291765,1
Sneha Singh 677,snehasingh677786@gmail.com,179,15,3997.9963133698698,35,0.5583037169045224,3,1.6486829085487522,0.42267282107270143,0.9849147660169046,12781.47649544317,1
Arjun Das 678,arjundas678890@gmail.com,26,41,7647.923223695948,172,0.18089031976576125,3,2.5603441551208546,0.6170995298940452,0.19454796969991128,14419.155913661638,0
Neha Roy 679,neharoy679359@gmail.com,322,2,1062.367927170354,57,0.769015752089542,0,1.3147907007815962,0.08941727153844285,0.5273108956423933,3157.384756261739,1
Arjun Sharma 680,arjunsharma680036@gmail.com,45,41,3398.2937203612637,178,0.26834506373055234,1,2.3016731227304312,0.9935500429620583,0.09473891477934415,7529.421286390257,0
Rahul Singh 681,rahulsingh681611@gmail.com,157,20,4146.166087327791,107,0.41128687482752885,2,1.5143183140466765,0.4146312760114481,0.01838098977524205,9343.300237504942,0
Priya Verma 682,priyaverma682603@gmail.com,41,9,3132.8501736794724,183,0.4982763080914855,8,3.3884664800620135,0.4052680065322257,0.4241850557459762,6689.78863724068,0
Arjun Paul 683,arjunpaul683521@gmail.com,140,4,1109.641411786615,44,0.6727233862667799,9,3.46501616228325,0.09142827383919773,0.4438559911405694,3476.331034729103,1
Priya Nair 684,priyanair684464@gmail.com,53,23,6217.187053002117,184,0.11653289198220004,6,2.1448972289599775,0.8671139005930417,0.46010262655768797,12595.587033504178,0
Pooja Roy 685,poojaroy685370@gmail.com,3,22,3685.6533205992496,189,0.18388042979353958,9,4.101327719543664,0.6137669384682316,0.4507060582503857,14333.869369390395,0
Amit Sharma 686,amitsharma686749@gmail.com,334,5,1533.1828337106203,26,0.9334296438582947,8,2.8345995923243037,0.05046332773006248,0.6769767523110285,2660.037449331033,1
Rahul Roy 687,rahulroy687208@gmail.com,3,20,9685.718013358539,22,0.39888904127356783,0,4.6552580904997765,0.6602434488277736,0.36829546765570953,23815.59485960395,0
Priya Sharma 688,priyasharma688281@gmail.com,174,3,1247.6292581218406,198,0.9271616707329757,8,3.3302756368592448,0.10024290671515865,0.6988336704460328,2308.6301263468163,0
Amit Verma 689,amitverma689723@gmail.com,106,7,927.9214146982827,87,0.5901912136061948,0,4.510851842787758,0.22168469768239724,0.8131499883638141,3442.03637114848,0
Priya Roy 690,priyaroy690500@gmail.com,310,6,1402.094706198968,96,0.7086830075416372,7,3.4143431506328223,0.05107774563763079,0.5036199379736014,5442.486016442827,0
Priya Nair 691,priyanair691855@gmail.com,161,6,4871.823605618626,122,0.6169563101435254,9,3.725840461701088,0.3104955766492574,0.25361562763856416,14146.289159254311,0
Sneha Nair 692,snehanair692777@gmail.com,16,40,5950.793565664802,82,0.3308926491650964,3,3.1970739733937705,0.9808010127874394,0.7483608334286197,13755.39021618091,0
